Player,Age,Position,Team,Matches,Minutes,Goals,Assists,xG,xAG,Shots,Shots_on_Target
Max Aarons,24,DF,Bournemouth,3,86,0,0,0,0,0,0
Max Aarons,24,"DF,MF",Valencia,4,120,0,0,0,0,0,0
Rodrigo Abajas,21,DF,Valencia,1,65,0,0,0.1,0,1,0
James Abankwah,20,"DF,MF",Udinese,6,88,0,0,0.1,0,1,0
Keyliane Abdallah,18,FW,Marseille,1,3,0,0,0,0,0,0
Yunis Abdelhamid,36,DF,Saint-Étienne,16,1033,0,0,0.2,0.1,2,1
Himad Abdelli,24,"MF,FW",Angers,32,2842,6,1,6.4,3.2,35,8
Mohamed Abdelmoneim,25,DF,Nice,12,855,0,0,0,0,0,0
Ali Abdi,30,"DF,MF",Nice,25,1393,5,2,4.3,1.9,29,11
Saud Abdulhamid,25,DF,Roma,4,205,0,1,0,0.2,1,0
Abel,23,DF,Osasuna,35,2074,2,0,0.5,1,12,4
Nabil Aberdin,21,MF,Getafe,7,263,0,0,0,0,2,0
Oliver Abildgaard,28,MF,Como,1,7,0,0,0,0,0,0
Matthis Abline,21,FW,Nantes,34,2768,9,2,8.5,3.8,73,26
Abner,24,DF,Lyon,19,1090,1,1,0.6,1.1,7,3
Zakaria Aboukhlal,24,"MF,FW",Toulouse,26,1901,7,2,10.2,1.6,62,26
Abdel Abqar,25,DF,Alavés,29,2463,0,1,0.9,0.3,12,1
Tammy Abraham,26,FW,Roma,1,1,0,0,0,0,0,0
Tammy Abraham,26,FW,Milan,28,1183,3,4,7.1,2.2,26,11
Federico Accornero,20,MF,Genoa,1,5,0,0,0,0,0,0
Francesco Acerbi,36,DF,Inter,23,1710,0,1,0.4,0.6,5,1
Joshua Acheampong,18,DF,Chelsea,4,170,0,0,0.2,0,2,0
Akor Adams,24,FW,Sevilla,4,134,0,0,0.4,0,2,1
Akor Adams,24,FW,Montpellier,15,1075,3,1,4.3,1,26,12
Che Adams,28,FW,Torino,36,2652,9,3,9,2,63,25
Tyler Adams,25,MF,Bournemouth,28,1965,0,3,1.6,1,9,2
Junior Adamu,23,FW,Freiburg,25,1545,2,2,5.5,2.4,36,11
Tosin Adarabioyo,26,DF,Chelsea,22,1409,1,1,0.9,0.2,13,2
Martin Adeline,20,MF,Reims,1,26,0,0,0,0,0,0
Karim Adeyemi,22,"FW,MF",Dortmund,25,1433,7,6,5.5,6,46,18
Simon Adingra,22,"FW,MF",Brighton,29,1097,2,2,2.5,2.5,33,8
Amine Adli,24,"MF,FW",Leverkusen,20,766,2,0,2.7,0.7,20,7
Yacine Adli,24,MF,Fiorentina,25,1219,4,6,1,2.4,14,5
Adrián,37,GK,Betis,19,1710,0,0,0,0,0,0
Adryelson,26,DF,Lyon,1,1,0,0,0,0,0,0
Vasilije Adžić,18,"MF,FW",Juventus,6,42,0,0,0,0,1,1
Michel Aebischer,27,MF,Bologna,14,724,0,0,0.4,0.4,10,5
Oladapo Afolayan,26,"FW,MF",St. Pauli,32,1639,3,1,3.1,3.8,38,13
Emmanuel Agbadou,27,DF,Wolves,16,1410,1,0,0.8,0.2,7,2
Emmanuel Agbadou,27,DF,Reims,14,1260,0,0,0.5,0.3,15,3
Asher Agbinone,18,MF,Crystal Palace,2,6,0,0,0,0,1,0
Jeremy Agbonifo,18,"FW,MF",Lens,8,300,1,0,0.7,0.2,6,4
Julen Agirrezabala,23,GK,Athletic Club,14,1206,0,0,0,0,0,0
Lucien Agoume,22,MF,Sevilla,35,2114,1,3,0.9,2.5,10,2
Felix Agu,24,DF,Werder Bremen,22,1751,3,0,1.4,1.8,9,4
Álvaro Aguado,28,MF,Espanyol,16,443,0,1,0.6,0.6,10,1
Lorenzo Aguado,21,DF,Real Madrid,2,5,0,0,0,0,0,0
Nayef Aguerd,28,DF,Real Sociedad,21,1760,0,0,2.4,0.1,15,5
Ruben Aguilar,31,"DF,MF",Lens,16,1124,1,2,0.8,1.9,11,3
Naouirou Ahamada,22,"MF,FW",Rennes,3,58,0,0,0,0,1,0
Honest Ahanor,16,"DF,MF",Genoa,6,270,0,0,0.5,0.1,3,1
Erik Ahlstrand,22,"FW,MF",St. Pauli,5,43,0,0,0,0,0,0
Jean-Eudes Aholou,30,MF,Angers,26,1959,2,0,1.8,1,27,7
Joseph Aidoo,28,DF,Valladolid,8,583,0,0,0,0,1,0
Joseph Aidoo,28,DF,Celta Vigo,1,2,0,0,0,0,0,0
Ayman Aiki,19,"FW,MF",Saint-Étienne,5,127,0,0,0.1,0,3,1
Ola Aina,27,DF,Nott'ham Forest,35,2995,2,1,0.6,1.4,11,2
Rayan Aït-Nouri,23,DF,Wolves,37,3109,4,7,2.7,5.5,36,10
Junior Ajayi,19,FW,Hellas Verona,2,13,0,0,0,0,0,0
Kristoffer Ajer,26,DF,Brentford,24,1438,0,0,1,1.2,9,3
Ludovic Ajorque,30,FW,Brest,31,2495,13,2,10.4,3.1,53,25
Manuel Akanji,29,DF,Manchester City,26,2014,0,0,1.6,0.4,15,2
Ümit Akdag,20,DF,Toulouse,9,500,0,0,0.1,0.1,2,0
Nathan Aké,29,DF,Manchester City,10,678,0,0,0.2,0,3,0
Ilias Akhomach,20,"MF,FW",Villarreal,11,584,1,0,0.6,1,17,6
Sergio Akieme,26,DF,Reims,30,2523,2,3,1.5,2.5,26,7
Maghnes Akliouche,22,"FW,MF",Monaco,32,2406,5,10,9.2,7.3,61,17
Paul Akouokou,26,MF,Lyon,2,19,0,0,0,0,0,0
Clément Akpa,22,DF,Auxerre,31,2486,0,1,0.3,0.9,6,1
Jean-Daniel Akpa-Akpro,31,MF,Monza,14,966,0,0,0.3,0.2,4,2
David Akpan Ankeye,22,"FW,MF",Genoa,4,45,0,0,0,0,0,0
Kevin Akpoguma,29,DF,Hoffenheim,32,2220,0,0,0.1,0.3,5,1
Chuba Akpom,28,FW,Lille,14,639,3,1,5,0.5,18,9
David Alaba,32,DF,Real Madrid,7,317,0,0,0,0.1,0,0
Ibrahim Alani,18,MF,Valladolid,3,160,0,0,0,0,1,0
Andreas Albers,34,FW,St. Pauli,14,62,1,0,0.6,0.1,3,1
Raúl Albiol,38,DF,Villarreal,15,1188,0,0,0.1,0,2,0
Carlos Alcaraz,21,MF,Southampton,1,10,0,0,0.1,0.1,1,1
Carlos Alcaraz,21,"FW,MF",Everton,15,764,2,3,1.7,1.6,26,11
Omar Alderete,27,DF,Getafe,34,2971,1,0,1.7,0.9,38,10
Carles Aleñá,26,"MF,FW",Getafe,10,452,0,0,0.9,0.1,5,1
Carles Aleñá,26,"MF,FW",Alavés,14,1090,0,2,0.7,1.3,15,4
Ben Alexander Voll,23,GK,St. Pauli,2,91,0,0,0,0.1,0,0
Trent Alexander-Arnold,25,DF,Liverpool,33,2365,3,6,1.9,7.3,45,8
Alfon,25,"FW,MF",Celta Vigo,26,1371,5,2,4.6,2.6,46,19
Mohamed Ali Cho,20,"FW,MF",Nice,27,1621,3,4,4,4,36,15
Faride Alidou,23,"FW,MF",Hellas Verona,3,71,0,0,0,0,1,0
Alisson,31,GK,Liverpool,28,2508,0,0,0,0.6,0,0
Tadeo Allende,25,FW,Celta Vigo,1,2,0,0,0,0,0,0
Jim Allevinah,29,FW,Angers,28,1750,1,3,4.2,2.5,35,10
Dele Alli,28,MF,Como,1,9,0,0,0,0,0,0
Thiago Almada,23,"MF,FW",Lyon,16,951,1,4,2,2.6,23,5
Domingos André Ribeiro Almeida,24,"MF,FW",Valencia,34,1977,0,4,1.2,3.2,18,5
Iker Almena,20,"FW,DF",Girona,2,48,0,1,0,0.7,1,0
Miguel Almirón,30,FW,Newcastle Utd,9,157,0,0,0.5,0.3,6,2
Pontus Almqvist,25,"FW,MF",Parma,29,1112,1,1,2.1,1.3,26,9
Marcos Alonso,33,DF,Celta Vigo,31,2647,3,0,4,1.3,31,10
Giorgio Altare,25,DF,Venezia,12,753,0,0,0.2,0.1,3,1
Adrià Altimira,23,"DF,FW",Leganés,22,1630,0,0,0.3,0.5,7,2
Sergi Altimira,22,MF,Betis,32,1972,0,1,1.7,1.7,21,4
Olabade Aluko,,DF,Leicester City,1,2,0,0,0,0,0,0
Edson Álvarez,26,MF,West Ham,28,1772,0,1,0.4,0.8,12,1
Hugo Álvarez,21,"MF,DF",Celta Vigo,26,1572,4,3,2.5,1.1,25,9
Julián Álvarez,24,FW,Atlético Madrid,37,2509,17,4,14.1,5.3,70,36
Yeray Álvarez,29,DF,Athletic Club,21,1781,1,0,0.5,0.2,9,2
Skelly Alvero,22,MF,Werder Bremen,12,236,0,0,0,0,1,0
Will Alves,19,FW,Leicester City,1,1,0,0,0,0,0,0
Selim Amallah,27,MF,Valladolid,24,1376,3,1,3.5,1.1,21,7
Harry Amass,17,DF,Manchester Utd,5,346,0,0,0.1,0,3,0
Amath,28,"FW,DF",Valladolid,13,375,0,1,0.4,0.5,5,1
Jordan Amavi,30,DF,Brest,11,790,0,0,0.3,0.2,8,3
Aurele Amenda,21,DF,Eint Frankfurt,8,96,0,0,0,0.3,0,0
Kelvin Amian,26,DF,Nantes,30,2165,1,0,1,0.8,7,4
Michael Amir Murillo,28,DF,Marseille,30,2437,1,3,1.5,3.3,13,4
Nadiem Amiri,27,MF,Mainz 05,30,2473,7,5,5.5,6.6,60,24
Samuel Amo-Ameyaw,18,"FW,DF",Southampton,2,28,0,0,0,0.1,1,0
Samuel Amo-Ameyaw,18,"DF,MF",Strasbourg,9,320,2,0,0.7,0.6,9,7
Mathis Amougou,18,MF,Chelsea,1,8,0,0,0,0,0,0
Mathis Amougou,18,MF,Saint-Étienne,17,859,0,0,0.5,0.4,7,1
Mohamed Amoura,24,FW,Wolfsburg,31,2467,10,9,8.7,4,73,25
Sofyan Amrabat,27,MF,Fiorentina,2,180,0,0,0,0.1,0,0
Joachim Andersen,28,DF,Crystal Palace,1,90,0,0,0,0,1,1
Joachim Andersen,28,DF,Fulham,29,2583,0,0,1,0.5,19,4
Elliot Anderson,21,MF,Nott'ham Forest,37,2728,2,6,2.1,3.3,40,7
André,23,MF,Wolves,33,2472,0,0,0.4,0.8,10,1
Benjamin André,33,MF,Lille,30,2692,0,3,1.4,1.9,16,4
Marcos André,27,FW,Valladolid,22,1188,1,2,2.7,0.8,22,2
Robert Andrich,29,"MF,DF",Leverkusen,23,1598,2,2,1.3,0.3,21,5
Angeliño,27,DF,Roma,38,3177,2,1,1.4,3.7,24,6
Lorenzo Anghelè,19,FW,Juventus,1,6,0,0,0,0,0,0
Faustino Anjorin,22,MF,Empoli,22,1114,2,3,0.9,1.7,23,7
Waldemar Anton,28,DF,Dortmund,26,1949,2,2,1.7,0.8,19,3
Leandro Antonetti,21,FW,Sevilla,2,28,0,0,0.1,0,1,1
Kyllian Antonio,16,"DF,MF",Lens,3,139,0,0,0.1,0,1,0
Michail Antonio,34,FW,West Ham,14,836,1,1,2.2,1.6,19,4
Antoniu,21,"FW,MF",Espanyol,26,1022,0,1,0.9,1.1,10,4
Antony,24,"DF,MF",Manchester Utd,8,141,0,0,1,0.1,6,3
Antony,24,FW,Betis,17,1362,5,2,2.9,3.5,43,17
Anuar,29,"MF,FW",Valladolid,26,1720,2,0,1.7,1.2,11,5
Dennis Appiah,32,DF,Saint-Étienne,29,2128,0,1,0.2,2.1,5,2
Aritz Arambarri,26,DF,Leganés,2,177,0,0,0,0,1,0
Mauro Arambarri,28,MF,Getafe,35,2661,10,0,8.2,0.6,53,16
Jon Aramburu,22,DF,Real Sociedad,35,2460,1,1,0.4,1.1,11,3
Julian Araujo,22,DF,Bournemouth,12,497,0,0,0,0.1,0,0
Ronald Araújo,25,DF,Barcelona,12,754,1,1,1,0.4,4,2
Cameron Archer,23,FW,Southampton,35,1441,2,0,5.7,0.5,28,10
Carlens Arcus,28,DF,Angers,28,2047,0,1,0,1.4,3,0
Alphonse Areola,31,GK,West Ham,26,2260,0,0,0,0,0,0
Adu Ares,22,FW,Athletic Club,1,19,0,0,0,0,0,0
Jesús Areso,25,DF,Osasuna,36,3079,0,3,0.2,3.5,8,0
David Argüelles,22,MF,Getafe,1,7,0,0,0,0,0,0
Joe Aribo,28,"MF,DF",Southampton,32,2013,3,0,2.7,1.6,17,7
Adam Armstrong,27,"FW,MF",Southampton,20,1248,2,2,3.3,1.2,25,7
Harrison Armstrong,17,MF,Everton,3,48,0,0,0.4,0.1,1,0
José Arnaiz,29,"FW,MF",Osasuna,15,133,0,0,0.3,0.1,6,3
Hákon Arnar Haraldsson,21,"MF,FW",Lille,25,1755,5,3,3.8,2.8,35,13
Marko Arnautović,35,FW,Inter,17,527,4,2,3.3,1.2,13,6
Maximilian Arnold,30,MF,Wolfsburg,28,2356,3,5,0.9,3.5,27,12
Jann-Fiete Arp,24,"FW,MF",Holstein Kiel,23,713,2,0,3.8,1,20,9
Sergio Arribas,21,DF,Betis,1,90,0,0,0,0,0,0
Kepa Arrizabalaga,29,GK,Bournemouth,31,2790,0,0,0.1,0,1,0
Arthur,21,DF,Leverkusen,20,752,0,1,0.1,0.4,1,0
Takuma Asano,29,"FW,MF",Mallorca,21,1054,2,1,2.7,0.7,28,8
Raúl Asencio,21,DF,Real Madrid,23,1670,0,1,0.1,0.6,3,1
Marco Asensio,28,MF,Aston Villa,13,743,3,1,4.4,1,22,9
Marco Asensio,28,"FW,MF",Paris S-G,12,618,2,4,5.6,2.7,26,14
Kristjan Asllani,22,MF,Inter,21,980,2,2,2.5,1.9,14,3
Iago Aspas,36,"FW,MF",Celta Vigo,30,1745,10,5,8.7,4.6,46,18
Yaser Asprilla,20,"FW,MF",Girona,27,1405,3,1,2.1,2.8,38,11
Lorenz Assignon,24,"DF,MF",Rennes,32,2357,3,4,2.2,3.5,22,5
Dehmaine Assoumani,19,"MF,FW",Nantes,12,98,0,0,0.1,0.9,3,2
Valentin Atangana Edoa,18,MF,Reims,34,2854,1,0,2.5,1.1,33,6
Arthur Atta,21,"MF,FW",Udinese,27,1251,0,1,1.3,1.4,26,7
Noah Atubolu,22,GK,Freiburg,26,2307,0,0,0,0,0,0
Emil Audero,27,GK,Como,8,720,0,0,0,0,0,0
Tommaso Augello,29,DF,Cagliari,38,2713,0,7,0.3,4.6,8,0
Carlos Augusto,25,DF,Inter,28,1625,3,2,2.8,1.6,24,6
Yann Aurel Bisseck,23,DF,Inter,26,1553,3,2,2.6,0.9,21,5
Brandon Austin,25,GK,Tottenham,1,90,0,0,0,0,0,0
Ezequiel Ávila,30,FW,Betis,19,677,2,0,1.5,1,20,10
Taiwo Awoniyi,26,FW,Nott'ham Forest,26,416,1,0,2.1,0.1,10,4
Yasin Ayari,20,MF,Brighton,34,1965,2,1,2.4,2.3,28,8
Florian Ayé,27,FW,Auxerre,26,575,2,0,1.9,0.1,12,3
André Ayew,34,FW,Le Havre,27,1453,4,1,4.3,0.2,22,9
Jordan Ayew,32,"FW,MF",Crystal Palace,1,21,0,0,0.5,0,1,0
Jordan Ayew,32,"FW,MF",Leicester City,30,1638,5,0,3.2,1.1,31,8
Neil El Aynaoui,23,MF,Lens,24,1588,8,1,4,2,16,7
Ayman Azhil,23,MF,Dortmund,1,24,0,0,0,0,0,0
Adam Aznou,18,DF,Valladolid,13,876,0,0,0.3,0.3,4,1
Adam Aznou,18,DF,Bayern Munich,2,17,0,0,0,0,0,0
César Azpilicueta,34,DF,Atlético Madrid,14,875,1,0,0.2,0.1,5,2
Paulo Azzi,30,DF,Cagliari,6,426,0,0,0.5,0.9,8,3
Oussama El Azzouzi,23,MF,Bologna,2,19,0,0,0,0,0,0
Papa Ba,19,MF,Girona,1,48,0,0,0,0,1,0
Shavy Babicka,24,"MF,FW",Toulouse,30,1186,4,2,3.9,1.6,20,9
Jacopo Bacci,19,MF,Empoli,3,31,0,0,0,0,0,0
Aliou Badara Baldé,21,"MF,FW",Bochum,5,91,0,0,0.2,0.2,4,1
Loïc Bade,24,DF,Sevilla,32,2686,1,1,0.6,0.7,13,4
Milan Badelj,35,MF,Genoa,23,1472,1,0,1,1.1,14,2
Benoît Badiashile,23,DF,Chelsea,5,334,0,0,0,0,0,0
Alex Baena,23,"MF,FW",Villarreal,32,2595,7,9,7.1,11.7,69,17
Juma Bah,18,DF,Valladolid,12,864,0,0,0.3,0,3,1
Juma Bah,18,DF,Lens,10,686,0,0,0.1,0.2,2,1
Leon Bailey,26,"FW,MF",Aston Villa,24,1139,1,2,1.7,1.5,28,6
Eric Bailly,30,DF,Villarreal,12,617,0,0,0.3,0,4,0
Theo Bair,24,FW,Auxerre,29,939,2,1,3,1.2,26,13
Stefan Bajcetic,19,"MF,DF",Las Palmas,14,969,1,0,0.3,0.2,5,2
Cédric Bakambu,33,FW,Betis,25,710,2,2,3.2,0.6,24,11
Mitchel Bakker,24,MF,Atalanta,1,22,0,0,0,0,0,0
Mitchel Bakker,24,"FW,DF",Lille,24,1139,3,2,3,2.7,23,10
Darryl Bakola,16,"DF,MF",Marseille,2,14,0,0,0,0,0,0
Ridle Baku,26,"FW,MF",Wolfsburg,15,1170,2,1,1.5,1.3,18,6
Ridle Baku,26,"DF,MF",RB Leipzig,19,1275,2,3,1.4,1.5,17,5
Dilane Bakwa,21,"MF,DF",Strasbourg,30,2497,6,8,4.7,6.6,52,22
Tommaso Baldanzi,21,"MF,FW",Roma,31,832,1,1,1.4,1,20,4
Alejandro Balde,20,DF,Barcelona,32,2284,0,4,0.5,3.4,12,3
Keita Baldé,29,FW,Monza,11,638,2,0,1.1,0.2,14,5
Carlos Baleba,20,MF,Brighton,34,2661,3,1,3.1,1.3,44,11
Leonardo Balerdi,25,DF,Marseille,27,2273,0,0,0.9,0.7,15,1
Iván Balliu,32,DF,Rayo Vallecano,25,1200,0,0,0,0.5,1,0
Fodé Ballo-Touré,27,"DF,MF",Le Havre,10,589,0,0,0,0.1,0,0
Botond Balogh,22,DF,Parma,29,2053,0,1,0.4,0.1,3,0
Folarin Balogun,23,FW,Monaco,13,615,4,0,4.8,0.9,31,10
Mario Balotelli,33,"FW,MF",Genoa,6,62,0,0,0,0,2,0
Abdoulaye Bamba,34,DF,Angers,19,1510,0,0,0.1,0.3,1,0
Jonathan Bamba,28,"FW,MF",Celta Vigo,12,811,0,1,0.8,1.8,13,6
Mohamed Bamba,19,MF,Reims,2,10,0,0,0,0,0,0
Samuel Bamba,20,"FW,MF",Bochum,5,27,0,0,0.1,0,2,1
Lameck Banda,23,"FW,MF",Lecce,15,610,0,1,1.2,1.1,17,4
Daniel Bandeira,24,MF,Hellas Verona,11,407,0,0,0,0.1,2,1
Mattia Bani,30,DF,Genoa,20,1507,0,0,1.2,0.2,8,3
Noahkai Banks,17,DF,Augsburg,8,278,0,0,0.1,0,1,0
Scott Banks,22,"FW,MF",St. Pauli,12,116,0,0,0.3,0,3,0
Adrian Baquerin,17,FW,Valladolid,5,49,0,0,0.4,0,3,0
Antonín Barák,29,MF,Fiorentina,1,54,0,0,0.1,0.3,2,2
Federico Barba,30,DF,Como,7,431,0,0,0.2,0,2,1
Valentín Barco,20,"DF,FW",Sevilla,7,288,0,0,0.3,0.6,7,0
Valentín Barco,20,"MF,DF",Strasbourg,14,1157,0,2,0.5,1.5,10,1
Bradley Barcola,21,FW,Paris S-G,34,2181,14,10,13.4,10.1,74,38
Melvin Bard,23,"DF,MF",Nice,24,1938,2,1,2.2,1.9,23,8
Nicolò Barella,27,MF,Inter,32,2456,3,6,2.2,4.5,42,9
Gabriel Bares,23,"MF,DF",Montpellier,6,56,0,0,0,0,0,0
Borna Barišić,31,DF,Leganés,1,9,0,0,0,0,0,0
Téo Barisic,19,DF,Lyon,1,2,0,0,0,0,0,0
Kike Barja,27,"FW,MF",Osasuna,15,315,0,1,0.2,1.2,4,1
Ross Barkley,30,MF,Aston Villa,20,581,3,1,1.8,0.6,16,5
Aymen Barkok,26,MF,Mainz 05,4,73,0,0,0,0.1,0,0
Harvey Barnes,26,FW,Newcastle Utd,33,1755,9,4,7.2,4,63,20
Enzo Barrenechea,23,MF,Valencia,30,2191,1,2,1.3,0.9,16,3
Ander Barrenetxea,22,"MF,FW",Real Sociedad,30,1263,1,3,1.6,1.9,25,8
Pablo Barrios,21,MF,Atlético Madrid,31,2330,1,4,1.3,2.4,29,8
Thierno Barry,21,FW,Villarreal,35,2323,11,4,12.5,2.9,71,24
Davide Bartesaghi,18,DF,Milan,4,118,0,0,0,0.1,1,1
Marc Bartra,33,DF,Betis,25,2099,2,1,1.2,0.2,18,5
Federico Baschirotto,27,DF,Lecce,38,3420,2,0,1.2,0.2,22,8
Daniele Baselli,32,MF,Como,2,22,0,0,0,0,0,0
Calvin Bassey,24,DF,Fulham,35,3074,1,0,1,0.1,14,4
Aboubacar Bassinga,19,MF,Las Palmas,1,4,0,0,0,0,0,0
Alessandro Bastoni,25,DF,Inter,32,2333,1,5,0.8,2.3,12,2
Augusto Batalla,28,GK,Rayo Vallecano,32,2880,0,0,0,0,0,0
Michy Batshuayi,30,FW,Eint Frankfurt,10,300,3,0,1.2,0,5,3
Dylan Batubinsika,28,DF,Saint-Étienne,25,2016,1,0,0.8,0.2,7,2
Maximilian Bauer,24,DF,Augsburg,11,658,0,0,0.2,0.1,1,1
Oliver Baumann,34,GK,Hoffenheim,28,2520,0,0,0,1,0,0
Christoph Baumgartner,24,MF,RB Leipzig,31,1610,2,1,4.5,1.3,39,15
Rafael Bauza,19,MF,Espanyol,5,183,0,0,0.1,0,3,0
Altay Bayındır,26,GK,Manchester Utd,4,360,0,0,0,0,0,0
Ihlas Bebou,30,MF,Hoffenheim,1,9,0,0,0,0,0,0
Adrian Beck,27,"MF,FW",Heidenheim,32,1598,4,1,3.3,1.2,39,13
Sheraldo Becker,29,"FW,MF",Real Sociedad,22,995,2,1,2,2,22,13
Timo Becker,27,DF,Holstein Kiel,30,2445,0,2,1.4,0.8,17,4
Jan Bednarek,28,DF,Southampton,30,2531,2,0,0.7,0.5,5,2
Donny van de Beek,27,MF,Girona,26,1421,2,2,1.5,3.2,18,5
Hannes Behrens,,DF,Hoffenheim,1,29,0,0,0,0,0,0
Kevin Behrens,33,FW,Wolfsburg,18,170,1,0,2.3,0.1,9,3
Maximilian Beier,21,"FW,MF",Dortmund,29,1591,8,5,7.7,3.3,42,13
Luken Beitia,20,DF,Real Sociedad,1,8,0,0,0,0,0,0
Ismael Bekhoucha,19,"MF,DF",Getafe,5,69,0,0,0,0,0,0
Reda Belahyane,20,MF,Hellas Verona,22,1658,0,2,0.2,1,6,2
Reda Belahyane,20,MF,Lazio,6,198,0,0,0,0,0,0
Haris Belkebla,30,MF,Angers,22,1792,0,1,0.1,0.9,3,0
Yassin Belkhdim,22,MF,Angers,29,1523,1,1,0.8,0.6,9,5
Stefan Bell,32,DF,Mainz 05,18,1436,0,1,0.8,1,12,3
Armel Bella Kotchap,22,DF,Southampton,4,331,0,0,0.3,0,1,0
Raoul Bellanova,24,DF,Torino,1,87,0,0,0,0.1,1,0
Raoul Bellanova,24,DF,Atalanta,34,2402,0,9,1.1,4.7,18,5
Jean-Ricner Bellegarde,26,"MF,FW",Wolves,35,1677,2,7,1.5,3.8,22,5
Héctor Bellerín,29,DF,Betis,9,580,0,2,0.2,2,1,1
Jude Bellingham,21,MF,Real Madrid,31,2488,9,8,11.4,3.9,60,22
Jeanuël Belocian,19,"DF,MF",Leverkusen,5,68,0,0,0,0,0,0
Andrea Belotti,30,FW,Como,18,593,2,0,2.5,0.4,19,3
Fran Beltrán,25,MF,Celta Vigo,34,2421,2,1,1,1.8,23,4
Lucas Beltrán,23,"FW,MF",Fiorentina,32,1864,5,4,5.4,3,26,6
Eliesse Ben Seghir,19,"MF,FW",Monaco,33,1750,6,3,5.5,5.2,58,19
Carlos Benavídez,26,MF,Alavés,18,487,1,1,0.3,0.6,5,2
Adrian Benedyczak,23,"FW,MF",Parma,9,214,0,0,0.3,0.1,3,0
László Bénes,26,"MF,FW",Union Berlin,23,589,2,1,0.9,1,19,7
Iker Benito,21,"FW,MF",Osasuna,2,37,0,0,0,0,0,0
Ismaël Bennacer,26,MF,Milan,6,300,0,0,0.1,0.1,3,2
Ismaël Bennacer,26,MF,Marseille,12,646,0,2,0.1,1.8,3,0
Saïd Benrahma,28,"FW,MF",Lyon,13,735,1,3,2,2.1,17,4
Ramy Bensebaini,29,DF,Dortmund,31,2022,1,6,1.3,3.2,20,2
Nabil Bentaleb,29,MF,Lille,10,329,1,0,0.7,0,5,1
Rodrigo Bentancur,27,MF,Tottenham,26,1645,2,0,1.3,0.4,22,5
Daniel Bentley,31,GK,Wolves,2,180,0,0,0,0,0,0
Lucas Beraldo,20,DF,Paris S-G,25,2011,1,0,0.9,0.4,12,4
Yuri Berchiche,34,DF,Athletic Club,30,2044,0,2,0.6,2.2,16,4
Álex Berenguer,29,"FW,MF",Athletic Club,36,2339,6,7,6.8,5,51,18
Sander Berge,26,MF,Fulham,31,2224,0,0,0.4,0.6,3,1
Lucas Bergvall,18,MF,Tottenham,27,1212,0,1,0.7,0.6,12,2
Medon Berisha,20,MF,Lecce,17,716,0,1,0.7,0.6,24,6
Mergim Berisha,26,"FW,MF",Hoffenheim,11,333,1,1,1,1,11,3
Mergim Berisha,26,FW,Augsburg,2,40,0,0,0.2,0,3,1
Adrian Bernabe,23,MF,Parma,21,1453,1,1,1.3,1.1,27,5
Marc Bernal,17,MF,Barcelona,3,242,0,0,0.1,0,2,1
Bernardo,29,DF,Bochum,21,1782,0,0,0.7,0.7,8,2
Juan Bernat,31,"DF,MF",Villarreal,10,212,0,1,0.3,0.4,2,1
Juan Bernat,31,"MF,DF",Getafe,14,699,0,1,0.1,0.7,4,0
Maxime Bernauer,26,DF,Saint-Étienne,11,763,0,0,0.1,0,2,0
Antoine Bernede,25,MF,Hellas Verona,14,594,1,0,0.8,0.5,4,2
Alexander Bernhardsson,25,"FW,MF",Holstein Kiel,19,1263,7,2,4.1,1.3,27,14
Victor Bernth Kristiansen,21,DF,Leicester City,30,2482,0,1,0.3,1.4,3,0
Matúš Bero,28,MF,Bochum,30,2565,5,2,4,3.7,31,12
Juan Berrocal,25,DF,Getafe,19,1063,0,0,0.4,0,4,0
Dimitry Bertaud,26,GK,Montpellier,4,360,0,0,0,0,0,0
Jan-Niklas Beste,25,"FW,MF",Freiburg,12,212,0,1,0.9,0.4,6,2
Beto,26,FW,Everton,30,1534,8,0,8.2,1.2,49,23
Sam Beukema,25,DF,Bologna,35,3012,0,1,1.5,0.9,15,4
Alessandro Bianco,21,MF,Monza,34,2600,1,0,1.3,1.2,26,6
Alessandro Bianco,21,MF,Fiorentina,1,18,0,0,0,0,0,0
Mika Biereth,21,FW,Monaco,16,1228,13,2,11.3,4.5,40,22
Jaka Bijol,25,DF,Udinese,34,2963,1,0,2,0.6,19,6
El Bilal Touré,22,"FW,MF",Stuttgart,12,356,2,1,1.6,1.1,14,4
Philip Billing,28,MF,Bournemouth,10,184,0,0,0.6,1.1,5,1
Philip Billing,28,MF,Napoli,10,197,1,0,1.5,0.1,6,3
Cristiano Biraghi,31,DF,Torino,15,1158,0,0,0.5,2.7,10,1
Cristiano Biraghi,31,DF,Fiorentina,8,433,1,0,0.2,0.3,5,2
Samuele Birindelli,25,"DF,MF",Monza,21,1468,3,0,2.1,1.4,16,10
Tom Bischof,19,"MF,FW",Hoffenheim,31,2559,5,2,2.2,3.6,51,18
Yves Bissouma,27,MF,Tottenham,28,1408,2,0,0.6,0.3,11,4
Leonardo Bittencourt,30,MF,Werder Bremen,27,982,2,1,1.6,1.6,27,9
Emmanuel Biumla,19,DF,Angers,17,1336,1,0,0.7,0,4,2
Marco Bizot,33,GK,Brest,32,2880,0,0,0,0,0,0
Bjarki Bjarkason,24,"DF,MF",Venezia,9,165,0,0,0,0.1,0,0
Antonio Blanco,24,MF,Alavés,35,2727,0,1,0.8,1.6,25,3
